01000,01000
01100,01100
01101,01101
01102,01102
01103,01103
01104,01104
01105,01105
01106,01106
01107,01107
01108,01108
01109,01109
01110,01110
01202,01202
01203,01203
01204,01204
01205,01205
01206,01206
01207,01207
01208,01208
01209,01209
01210,01210
01211,01211
01212,01212
01213,01213
01214,01214
01215,01215
01216,01216
01217,01217
01218,01218
01219,01219
01220,01220
01221,01221
01222,01222
01223,01223
01224,01224
01225,01225
01226,01226
01227,01227
01228,01228
01229,01229
01230,01230
01231,01231
01233,01233
01234,01234
01235,01235
01236,01236
01303,01303
01304,01304
01305,01235
01306,01235
01331,01331
01332,01332
01333,01333
01334,01334
01335,01236
01336,01236
01337,01337
01343,01343
01344,01345
01345,01345
01346,01346
01347,01347
01361,01361
01362,01362
01363,01363
01364,01364
01365,01346
01366,01371
01367,01367
01368,01371
01369,01371
01370,01370
01371,01371
01391,01391
01392,01392
01393,01393
01394,01394
01395,01395
01396,01396
01397,01397
01398,01398
01399,01399
01400,01400
01401,01401
01402,01402
01403,01403
01404,01404
01405,01405
01406,01406
01407,01407
01408,01408
01409,01409
01421,01210
01422,01210
01423,01423
01424,01424
01425,01425
01427,01427
01428,01428
01429,01429
01430,01430
01431,01431
01432,01432
01433,01433
01434,01434
01436,01436
01437,01437
01438,01438
01439,01472
01452,01452
01453,01453
01454,01454
01455,01455
01456,01456
01457,01457
01458,01458
01459,01459
01460,01460
01461,01461
01462,01462
01463,01463
01464,01464
01465,01465
01466,01220
01467,01221
01468,01468
01469,01469
01470,01470
01471,01471
01472,01472
01481,01481
01482,01482
01483,01483
01484,01484
01485,01485
01486,01486
01487,01487
01488,01520
01511,01511
01512,01512
01513,01513
01514,01514
01515,01514
01516,01516
01517,01517
01518,01518
01519,01519
01520,01520
01541,01564
01542,01564
01543,01543
01544,01544
01545,01545
01546,01546
01547,01547
01548,01208
01549,01549
01550,01550
01551,01208
01552,01552
01553,01208
01554,01555
01555,01555
01556,01555
01557,01555
01558,01559
01559,01559
01560,01560
01561,01561
01562,01562
01563,01563
01564,01564
01571,01571
01572,01584
01573,01584
01574,01233
01575,01575
01578,01578
01579,01585
01580,01585
01581,01581
01582,01586
01583,01586
01584,01584
01585,01585
01586,01586
01601,01601
01602,01602
01603,01601
01604,01604
01605,01610
01606,01610
01607,01607
01608,01608
01609,01609
01610,01610
01631,01631
01632,01632
01633,01633
01634,01634
01635,01635
01636,01636
01637,01637
01638,01638
01639,01639
01640,01643
01641,01641
01642,01642
01643,01643
01644,01644
01645,01645
01646,01646
01647,01647
01648,01648
01649,01649
01661,01661
01662,01662
01663,01663
01664,01664
01665,01665
01666,01206
01667,01667
01668,01668
01669,01206
01691,01691
01692,01692
01693,01693
01694,01694
01695,01695
01696,01696
01697,01697
01698,01698
01699,01699
01700,01700
02000,02000
02201,02201
02202,02202
02203,02203
02204,02204
02205,02205
02206,02206
02207,02207
02208,02208
02209,02209
02210,02210
02301,02301
02303,02303
02304,02304
02307,02307
02321,02321
02323,02323
02341,02202
02342,02202
02343,02343
02361,02361
02362,02362
02363,02210
02364,02201
02365,02210
02367,02367
02368,02210
02381,02381
02384,02384
02387,02387
02401,02401
02402,02402
02403,02412
02405,02405
02406,02406
02408,02408
02410,02412
02411,02411
02412,02412
02423,02423
02424,02424
02425,02425
02426,02426
02441,02441
02442,02442
02443,02443
02444,02445
02445,02445
02446,02446
02447,02445
02450,02450
03000,03000
03201,03201
03202,03202
03203,03203
03204,03215
03205,03205
03206,03206
03207,03207
03208,03208
03209,03209
03210,03210
03211,03211
03212,03215
03213,03213
03214,03214
03215,03215
03216,03216
03301,03301
03302,03302
03303,03303
03304,03214
03305,03216
03306,03214
03307,03201
03308,03214
03321,03321
03322,03322
03341,03205
03342,03205
03361,03205
03363,03366
03365,03366
03366,03366
03381,03381
03382,03215
03383,03215
03384,03215
03401,03209
03402,03402
03421,03209
03422,03209
03423,03209
03424,03209
03425,03209
03426,03209
03441,03441
03461,03461
03462,03208
03481,03202
03482,03482
03483,03483
03484,03484
03485,03485
03486,03202
03487,03202
03501,03501
03502,03507
03503,03503
03504,03207
03505,03507
03506,03506
03507,03507
03521,03213
03524,03524
04000,04000
04100,04100
04101,04101
04102,04102
04103,04103
04104,04104
04105,04105
04202,04202
04203,04203
04204,04215
04205,04205
04206,04206
04207,04207
04208,04208
04209,04209
04211,04211
04212,04212
04213,04213
04214,04214
04215,04215
04216,04216
04301,04301
04302,04302
04321,04321
04322,04322
04323,04323
04324,04324
04341,04341
04361,04361
04362,04362
04401,04401
04404,04404
04406,04406
04421,04421
04422,04422
04423,04216
04424,04424
04444,04444
04445,04445
04461,04215
04462,04215
04463,04215
04481,04215
04482,04215
04501,04501
04502,04215
04503,04505
04504,04505
04505,04505
04521,04213
04522,04213
04523,04213
04524,04213
04525,04213
04526,04213
04527,04213
04528,04213
04529,04213
04530,04213
04541,04212
04542,04212
04543,04212
04544,04212
04545,04212
04546,04212
04547,04212
04548,04212
04561,04202
04562,04214
04563,04202
04564,04202
04565,04202
04566,04214
04567,04202
04581,04581
04582,04202
04601,04606
04602,04212
04603,04205
04604,04205
04605,04606
04606,04606
05000,05000
05201,05201
05202,05202
